ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
0348 033 022709,0348,033,1621 DIVISION ST,02/27/2009,UPTON,CENTRAL,11,"(39.3041086, -76.63287632)"
0348 035 011008,0348,035,1619 DIVISION ST,01/10/2008,UPTON,CENTRAL,11,"(39.30404756, -76.63280034)"
0354 017 101317,0354,017,1622 PARK AVE,10/13/2017,Bolton Hill,Central,11,"(39.30873441, -76.62697768)"
0359 023 010308,0359,023,1546 ARGYLE AVE,01/03/2008,UPTON,CENTRAL,11,"(39.30200053, -76.63485217)"
0359 033 081612,0359,033,629 PITCHER ST,08/16/2012,UPTON,CENTRAL,11,"(39.30192194, -76.63522884)"
0359 034 090611,0359,034,631 PITCHER ST,09/06/2011,UPTON,CENTRAL,11,"(39.30186865, -76.63532171)"
0359 035 111215,0359,035,633 PITCHER ST,11/12/2015,UPTON,CENTRAL,11,"(39.30182407, -76.63532391)"
0359 037 052809,0359,037,637 PITCHER ST,05/28/2009,UPTON,CENTRAL,11,"(39.30178711, -76.6353976)"
0359 045 092811,0359,045,1500 MYRTLE AVE,09/28/2011,UPTON,CENTRAL,11,"(39.30061681, -76.63479985)"
0360 007 110804,0360,007,1525 ARGYLE AVE,11/08/2004,UPTON,CENTRAL,11,"(39.30198098, -76.63417383)"
0360 009 112107,0360,009,1529 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30204078, -76.6342476)"
0360 015 112107,0360,015,1541 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30222488, -76.63443641)"
0360 020 121609,0360,020,1551 ARGYLE AVE,12/16/2009,UPTON,CENTRAL,11,"(39.30237429, -76.63460779)"
0360 021 112107,0360,021,1553 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30240313, -76.63464388)"
0360 028 091911,0360,028,603 PITCHER ST,09/19/2011,UPTON,CENTRAL,11,"(39.30265348, -76.63437171)"
0360 029 091611,0360,029,601 PITCHER ST,09/16/2011,UPTON,CENTRAL,11,"(39.30268241, -76.63433588)"
0361 001 053019,0361,001,543 MCMECHEN ST,05/30/2019,Upton,Central,11,"(39.30289044, -76.63242666)"
0362 004 010319,0362,004,1516 DRUID HILL AVE,01/03/2019,Upton,Central,11,"(39.30377181, -76.63112719)"
0362 010 042513,0362,010,1528 DRUID HILL AVE,04/25/2013,UPTON,CENTRAL,11,"(39.30399043, -76.63144969)"
0362 011 012111,0362,011,1530 DRUID HILL AVE,01/21/2011,UPTON,CENTRAL,11,"(39.30402845, -76.63149587)"
0363 014 041218,0363,014,1526 MCCULLOH ST,04/12/2018,Upton,Central,11,"(39.30446347, -76.63059952)"
0363 022 110416,0363,022,1531 DRUID HILL AVE,11/04/2016,Upton,Central,11,"(39.30439457, -76.63112941)"
0363 027 122118,0363,027,1521 DRUID HILL AVE,12/21/2018,Upton,Central,11,"(39.30426121, -76.63096345)"
0364 005 111314,0364,005,1508 MADISON AVE,11/13/2014,MADISON PARK,CENTRAL,11,"(39.30480725, -76.62953773)"
0364 006 080713,0364,006,1510 MADISON AVE,08/07/2013,MADISON PARK,CENTRAL,11,"(39.30485243, -76.62959119)"
0364 010 021317,0364,010,1518 MADISON AVE,02/13/2017,Madison Park,Central,11,"(39.30502534, -76.62980394)"
0369 036 070618,0369,036,1532 W MOUNT ROYAL AVE,07/06/2018,Bolton Hill,Central,11,"(39.30958758, -76.62410486)"
0373 005 112107,0373,005,1408 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30053383, -76.63310796)"
0373 006 112107,0373,006,1410 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30057356, -76.63313486)"
0373 007 102609,0373,007,1412 ARGYLE AVE,10/26/2009,UPTON,CENTRAL,11,"(39.30060516, -76.63317376)"
0373 008 041306,0373,008,1414 ARGYLE AVE,04/13/2006,UPTON,CENTRAL,11,"(39.30063723, -76.63321378)"
0373 009 022717,0373,009,1416 ARGYLE AVE,02/27/2017,Upton,Central,11,"(39.30067136, -76.63325628)"
0373 010 022817,0373,010,1418 ARGYLE AVE,02/28/2017,Upton,Central,11,"(39.30070631, -76.63329952)"
0373 011 050207,0373,011,1420 ARGYLE AVE,05/02/2007,UPTON,CENTRAL,11,"(39.3007421, -76.633344)"
0373 012 040809,0373,012,1422 ARGYLE AVE,04/08/2009,UPTON,CENTRAL,11,"(39.30077829, -76.6333886)"
0373 013 102609,0373,013,1424 ARGYLE AVE,10/26/2009,UPTON,CENTRAL,11,"(39.3007703, -76.63350081)"
0373 016 040909,0373,016,1430 ARGYLE AVE,04/09/2009,UPTON,CENTRAL,11,"(39.30095419, -76.63351854)"
0373 017 112107,0373,017,1432 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30097964, -76.63354948)"
0373 018 112107,0373,018,1434 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30100272, -76.63357852)"
0373 019 030408,0373,019,1436 ARGYLE AVE,03/04/2008,UPTON,CENTRAL,11,"(39.30102656, -76.63360841)"
0373 020 112107,0373,020,1438 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.30104959, -76.6336366)"
0373 033 112408,0373,033,1435 MYRTLE AVE,11/24/2008,UPTON,CENTRAL,11,"(39.30059913, -76.63419988)"
0373 043 051716,0373,043,1415 MYRTLE AVE,05/17/2016,UPTON,CENTRAL,11,"(39.30028654, -76.63376348)"
0376 002 071918,0376,002,1402 DRUID HILL AVE,07/19/2018,Upton,Central,11,"(39.30275921, -76.62986864)"
0376 006 071918,0376,006,1410 DRUID HILL AVE,07/19/2018,Upton,Central,11,"(39.30289483, -76.63003761)"
0376 007 071918,0376,007,1412 DRUID HILL AVE,07/19/2018,Upton,Central,11,"(39.30291581, -76.63010273)"
0376 022 021916,0376,022,515 MOSHER ST,02/19/2016,UPTON,CENTRAL,11,"(39.30284899, -76.63102249)"
0376 029 072516,0376,029,1411 DIVISION ST,07/25/2016,UPTON,CENTRAL,11,"(39.30245936, -76.63065139)"
0376 033 060716,0376,033,502 W LAFAYETTE AVE,06/07/2016,UPTON,CENTRAL,11,"(39.3026706, -76.63006534)"
0376 038 110705,0376,038,1411 ETTING ST,11/07/2005,UPTON,CENTRAL,11,"(39.30286219, -76.63043179)"
0376 039 122217,0376,039,1415 ETTING ST,12/22/2017,Upton,Central,11,"(39.30296314, -76.63049996)"
0377 004 121815,0377,004,1406 MCCULLOH ST,12/18/2015,UPTON,CENTRAL,11,"(39.30338255, -76.62925555)"
0377 015 040616,0377,015,1430 MCCULLOH ST,04/06/2016,UPTON,CENTRAL,11,"(39.30380096, -76.62977548)"
0377 024 022707,0377,024,429 MOSHER ST,02/27/2007,UPTON,CENTRAL,11,"(39.30348873, -76.63021181)"
0377 026 120215,0377,026,1423 DRUID HILL AVE,12/02/2015,UPTON,CENTRAL,11,"(39.30342606, -76.62992319)"
0377 032 041318,0377,032,1411 DRUID HILL AVE,04/13/2018,Upton,Central,11,"(39.30320952, -76.62965526)"
0377 034 071918,0377,034,1407 DRUID HILL AVE,07/19/2018,Upton,Central,11,"(39.30313542, -76.62956358)"
0377 036 112517,0377,036,1403 DRUID HILL AVE,11/25/2017,Upton,Central,11,"(39.30306203, -76.62947255)"
0378 011 101318,0378,011,1420 MADISON AVE,10/13/2018,Madison Park,Central,11,"(39.30427378, -76.62889552)"
0378 012 111618,0378,012,1422 MADISON AVE,11/16/2018,Madison Park,Central,11,"(39.30431356, -76.62894486)"
0378 021 101408,0378,021,1421 MCCULLOH ST,10/14/2008,MADISON PARK,CENTRAL,11,"(39.30398189, -76.62916069)"
0378 025 020608,0378,025,1413 MCCULLOH ST,02/06/2008,MADISON PARK,CENTRAL,11,"(39.30382187, -76.628963)"
0378 030 060818,0378,030,1403 MCCULLOH ST,06/08/2018,Madison Park,Central,11,"(39.30362344, -76.62871789)"
0378 031 103015,0378,031,1401 MCCULLOH ST,10/30/2015,MADISON PARK,CENTRAL,11,"(39.30358353, -76.62866858)"
0379 013 031017,0379,013,313 MOSHER ST,03/10/2017,Madison Park,Central,11,"(39.30482364, -76.62844073)"
0379 024 041518,0379,024,1413 MADISON AVE,04/15/2018,Madison Park,Central,11,"(39.30450171, -76.62822079)"
0387 010 101217,0387,010,1804 MARYLAND AVE,10/12/2017,Charles North,Central,12,"(39.30992931, -76.61820238)"
0387 018 072117,0387,018,101 W NORTH AVE,07/21/2017,Charles North,Central,12,"(39.31058185, -76.61808548)"
0388 007 122718,0388,007,1816 N CHARLES ST,12/27/2018,Charles North,Central,12,"(39.3104217, -76.61677233)"
0388 009 081415,0388,009,1820 N CHARLES ST,08/14/2015,CHARLES NORTH,CENTRAL,12,"(39.31052338, -76.61677721)"
0388 018 072117,0388,018,27 W NORTH AVE,07/21/2017,Charles North,Central,12,"(39.31069006, -76.61750697)"
0388 019 090517,0388,019,29 W NORTH AVE,09/05/2017,Charles North,Central,12,"(39.3106856, -76.61761493)"
0389 019 111416,0389,019,21 E NORTH AVE,11/14/2016,Charles North,Central,12,"(39.31067315, -76.61583107)"
0390 015 121215,0390,015,131 E NORTH AVE,12/12/2015,GREENMOUNT WEST,CENTRAL,12,"(39.31083269, -76.61428468)"
0390 018 060117,0390,018,137 E NORTH AVE,06/01/2017,Greenmount West,Central,12,"(39.31083924, -76.61410691)"
0390 020 121818,0390,020,141 E NORTH AVE,12/18/2018,Greenmount West,Central,12,"(39.31084349, -76.61399149)"
0391 001 061419,0391,001,226 E LAFAYETTE AVE,06/14/2019,Greenmount West,Eastern,12,"(39.31017699, -76.61249444)"
0391 008 051619,0391,008,212 E LAFAYETTE AVE,05/16/2019,Greenmount West,Eastern,12,"(39.31016076, -76.61290969)"
0392 006 111204,0392,006,1310 MYRTLE AVE,11/12/2004,UPTON,CENTRAL,11,"(39.29896489, -76.63293731)"
0392 008 111204,0392,008,1314 MYRTLE AVE,11/12/2004,UPTON,CENTRAL,11,"(39.29902817, -76.63301541)"
0392 048 101507,0392,048,807 N FREMONT AVE,10/15/2007,UPTON,CENTRAL,11,"(39.29832266, -76.63370254)"
0392 049 030118,0392,049,805 N FREMONT AVE,03/01/2018,Upton,Central,11,"(39.29827824, -76.63367844)"
0392 053 060206,0392,053,810 W LANVALE ST,06/02/2006,UPTON,CENTRAL,11,"(39.29844942, -76.63344778)"
0392 055 101916,0392,055,806 W LANVALE ST,10/19/2016,Upton,Central,11,"(39.29854033, -76.63337043)"
0392 056 073008,0392,056,804 W LANVALE ST,07/30/2008,UPTON,CENTRAL,11,"(39.29857997, -76.63332095)"
0392 057 051019,0392,057,802 W LANVALE ST,05/10/2019,Upton,Central,11,"(39.29861862, -76.63326673)"
0393 030 121418,0393,030,649 W LAFAYETTE AVE,12/14/2018,Upton,Central,11,"(39.29994489, -76.63296012)"
0393 036 032107,0393,036,1343 MYRTLE AVE,03/21/2007,UPTON,CENTRAL,11,"(39.29977009, -76.63321035)"
0393 047 102016,0393,047,1319 MYRTLE AVE,10/20/2016,Upton,Central,11,"(39.29944866, -76.63264729)"
0393 048 102818,0393,048,1317 MYRTLE AVE,10/28/2018,Upton,Central,11,"(39.29941791, -76.63260891)"
0393 049 022018,0393,049,1315 MYRTLE AVE,02/20/2018,Upton,Central,11,"(39.29938608, -76.63256944)"
0289 054 031419,0289,054,2116 ASHTON ST,03/14/2019,Carrollton Ridge,Southwestern,9,"(39.28232955, -76.65050396)"
0290 011 031019,0290,011,2007 RAMSAY ST,03/10/2019,Carrollton Ridge,Southern,9,"(39.28284954, -76.64890584)"
0298 016 032819,0298,016,535 CUMBERLAND ST,03/28/2019,Druid Heights,Central,7,"(39.30937485, -76.6411896)"
0298 062 031419,0298,062,500 SANFORD PL,03/14/2019,Druid Heights,Central,7,"(39.30959847, -76.64059491)"
0300C031 030319,0300C,031,709 BAKER ST,03/03/2019,Sandtown-Winchester,Western,7,"(39.30718379, -76.64152018)"
0300C085 031019,0300C,085,1542 N WOODYEAR ST,03/10/2019,Sandtown-Winchester,Western,7,"(39.3067113, -76.64128181)"
0309 002 042319,0309,002,2100 1/2 MCCULLOH ST,04/23/2019,Druid Heights,Central,7,"(39.30879424, -76.63589099)"
0303 032 041019,0303,032,2228 DRUID HILL AVE,04/10/2019,Druid Heights,Central,7,"(39.30942314, -76.63809553)"
0314 064 042519,0314,064,2010 ETTING ST,04/25/2019,Druid Heights,Central,11,"(39.30724275, -76.63634361)"
0303 044 022719,0303,044,2204 DRUID HILL AVE,02/27/2019,Druid Heights,Central,7,"(39.30906511, -76.63765368)"
0317 021 040419,0317,021,339 BLOOM ST,04/04/2019,Madison Park,Central,11,"(39.30955645, -76.63424607)"
0307 001 042319,0307,001,2100 DIVISION ST,04/23/2019,Druid Heights,Central,7,"(39.30740896, -76.63769995)"
0308 014 041219,0308,014,2127 DIVISION ST,04/12/2019,Druid Heights,Central,7,"(39.3080096, -76.63774053)"
0359 036 011117,0359,036,635 PITCHER ST,01/11/2017,Upton,Central,11,"(39.30181096, -76.6353682)"
0336 029 042419,0336,029,658 PITCHER ST,04/24/2019,Upton,Central,11,"(39.30212276, -76.63567563)"
0329 021 033119,0329,021,417 ROBERT ST,03/31/2019,Druid Heights,Central,11,"(39.30707027, -76.63368995)"
0393 050 111907,0393,050,1313 MYRTLE AVE,11/19/2007,UPTON,CENTRAL,11,"(39.2993547, -76.63253024)"
0393 051 071918,0393,051,1311 MYRTLE AVE,07/19/2018,Upton,Central,11,"(39.29932262, -76.6324905)"
0393 052 022406,0393,052,1309 MYRTLE AVE,02/24/2006,UPTON,CENTRAL,11,"(39.29928977, -76.63245165)"
0393 053 101805,0393,053,1307 MYRTLE AVE,10/18/2005,UPTON,CENTRAL,11,"(39.29920824, -76.63247783)"
0393 054 092305,0393,054,1305 MYRTLE AVE,09/23/2005,UPTON,CENTRAL,11,"(39.29917526, -76.63243669)"
0394 025 063008,0394,025,609 W LAFAYETTE AVE,06/30/2008,UPTON,CENTRAL,11,"(39.30073411, -76.6319467)"
0394 026 050418,0394,026,611 W LAFAYETTE AVE,05/04/2018,Upton,Central,11,"(39.30071029, -76.63197727)"
0394 028 073008,0394,028,615 W LAFAYETTE AVE,07/30/2008,UPTON,CENTRAL,11,"(39.30062145, -76.63209694)"
0394 029 073008,0394,029,617 W LAFAYETTE AVE,07/30/2008,UPTON,CENTRAL,11,"(39.3005949, -76.63212827)"
0394 030 073008,0394,030,619 W LAFAYETTE AVE,07/30/2008,UPTON,CENTRAL,11,"(39.30057024, -76.63216197)"
0394 031 050409,0394,031,621 W LAFAYETTE AVE,05/04/2009,UPTON,CENTRAL,11,"(39.3005415, -76.63219685)"
0394 033 120805,0394,033,625 W LAFAYETTE AVE,12/08/2005,UPTON,CENTRAL,11,"(39.30048613, -76.63226777)"
0394 034 072512,0394,034,627 W LAFAYETTE AVE,07/25/2012,UPTON,CENTRAL,11,"(39.30045821, -76.63230388)"
0394 035 100507,0394,035,629 W LAFAYETTE AVE,10/05/2007,UPTON,CENTRAL,11,"(39.30043246, -76.63233548)"
0394 036 081516,0394,036,631 W LAFAYETTE AVE,08/15/2016,UPTON,CENTRAL,11,"(39.30040307, -76.63237287)"
0394 041 072409,0394,041,1329 ARGYLE AVE,07/24/2009,UPTON,CENTRAL,11,"(39.30025479, -76.63197015)"
0394 048 101713,0394,048,1315 ARGYLE AVE,10/17/2013,UPTON,CENTRAL,11,"(39.30001853, -76.63169971)"
0394 049 112107,0394,049,1313 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.29998476, -76.63166069)"
0394 050 112107,0394,050,1311 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.29995165, -76.63162094)"
0394 051 072705,0394,051,1309 ARGYLE AVE,07/27/2005,UPTON,CENTRAL,11,"(39.29991119, -76.63159114)"
0394 053 112107,0394,053,1305 ARGYLE AVE,11/21/2007,UPTON,CENTRAL,11,"(39.29984632, -76.63151069)"
0396 004 101918,0396,004,1318 DRUID HILL AVE,10/19/2018,Upton,Central,11,"(39.30216375, -76.62914151)"
0396 007 061411,0396,007,1324 DRUID HILL AVE,06/14/2011,UPTON,CENTRAL,11,"(39.30225849, -76.6292542)"
0396 008 021317,0396,008,1326 DRUID HILL AVE,02/13/2017,Upton,Central,11,"(39.30228476, -76.62929043)"
0396 029 112717,0396,029,527 W LAFAYETTE AVE,11/27/2017,Upton,Central,11,"(39.30198417, -76.63032735)"
0396 043 042018,0396,043,1305 DIVISION ST,04/20/2018,Upton,Central,11,"(39.30139964, -76.62953085)"
0396 048 112517,0396,048,524 W LANVALE ST,11/25/2017,Upton,Central,11,"(39.30157658, -76.62930732)"
0396 049 051519,0396,049,522 W LANVALE ST,05/15/2019,Upton,Central,11,"(39.3016081, -76.62926796)"
0397 001A 051019,0397,001A,1302 MCCULLOH ST,05/10/2019,Upton,Central,11,"(39.30251392, -76.62818852)"
0397 012A 122118,0397,012A,1313 DRUID HILL AVE,12/21/2018,Upton,Central,11,"(39.30244709, -76.62872582)"
0397 015 071918,0397,015,1307 DRUID HILL AVE,07/19/2018,Upton,Central,11,"(39.30230877, -76.62856068)"
0408 022 120718,0408,022,1716 SAINT PAUL ST,12/07/2018,Charles North,Central,12,"(39.30931411, -76.61512359)"
0409 027 092718,0409,027,1729 SAINT PAUL ST,09/27/2018,Charles North,Central,12,"(39.30955336, -76.61450954)"
0411 006 070716,0411,006,1210 MYRTLE AVE,07/07/2016,UPTON,CENTRAL,11,"(39.29840673, -76.63225191)"
0411 011 052110,0411,011,701 W LANVALE ST,05/21/2010,UPTON,CENTRAL,11,"(39.29867946, -76.63240569)"
0411 012 062907,0411,012,703 W LANVALE ST,06/29/2007,UPTON,CENTRAL,11,"(39.29865266, -76.63244123)"
0411 017 010908,0411,017,713 W LANVALE ST,01/09/2008,UPTON,CENTRAL,11,"(39.29852515, -76.63261277)"
0411 022 061907,0411,022,811 W LANVALE ST,06/19/2007,UPTON,CENTRAL,11,"(39.298028, -76.63291209)"
0411 027 070208,0411,027,725 N FREMONT AVE,07/02/2008,UPTON,CENTRAL,11,"(39.2975458, -76.63327792)"
0411 028 101507,0411,028,723 N FREMONT AVE,10/15/2007,UPTON,CENTRAL,11,"(39.29750583, -76.63325453)"
0411 029 051711,0411,029,721 N FREMONT AVE,05/17/2011,UPTON,CENTRAL,11,"(39.29746433, -76.63323246)"
0411 032 021507,0411,032,715 N FREMONT AVE,02/15/2007,UPTON,CENTRAL,11,"(39.29735222, -76.63316595)"
0411 041 110904,0411,041,762 DOLPHIN ST,11/09/2004,UPTON,CENTRAL,11,"(39.29727518, -76.63299447)"
0411 042 011014,0411,042,760 DOLPHIN ST,01/10/2014,UPTON,CENTRAL,11,"(39.29729526, -76.63295277)"
0411 046 041818,0411,046,752 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.2974563, -76.63282677)"
0411 047 121418,0411,047,750 DOLPHIN ST,12/14/2018,Upton,Central,11,"(39.29748317, -76.6327927)"
0411 051 102611,0411,051,742 DOLPHIN ST,10/26/2011,UPTON,CENTRAL,11,"(39.29758847, -76.63264743)"
0411 059 041818,0411,059,726 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.29780062, -76.63236166)"
0411 060 041818,0411,060,724 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.29782684, -76.63232589)"
0411 061 011819,0411,061,722 DOLPHIN ST,01/18/2019,Upton,Central,11,"(39.29785513, -76.63229007)"
0411 065 051019,0411,065,714 DOLPHIN ST,05/10/2019,Upton,Central,11,"(39.29800554, -76.63208732)"
0411 067 051219,0411,067,710 DOLPHIN ST,05/12/2019,Upton,Central,11,"(39.29806264, -76.63201042)"
0412 001 060515,0412,001,1200 ARGYLE AVE,06/05/2015,UPTON,CENTRAL,11,"(39.29874108, -76.63089274)"
0412 002 022806,0412,002,1202 ARGYLE AVE,02/28/2006,UPTON,CENTRAL,11,"(39.29877715, -76.63093691)"
0412 004 020410,0412,004,1206 ARGYLE AVE,02/04/2010,UPTON,CENTRAL,11,"(39.29884935, -76.63102618)"
0412 005 022806,0412,005,1208 ARGYLE AVE,02/28/2006,UPTON,CENTRAL,11,"(39.29888687, -76.6310692)"
0412 006 070114,0412,006,1210 ARGYLE AVE,07/01/2014,UPTON,CENTRAL,11,"(39.2989086, -76.63114595)"
0412 007 020915,0412,007,1212 ARGYLE AVE,02/09/2015,UPTON,CENTRAL,11,"(39.29896067, -76.63116792)"
0412 010 082416,0412,010,1218 ARGYLE AVE,08/24/2016,UPTON,CENTRAL,11,"(39.29905818, -76.63127769)"
0412 011 051219,0412,011,1220 ARGYLE AVE,05/12/2019,Upton,Central,11,"(39.29909091, -76.63131775)"
0412 012 081806,0412,012,1222 ARGYLE AVE,08/18/2006,UPTON,CENTRAL,11,"(39.29912371, -76.63135732)"
0412 038 060916,0412,038,1215 MYRTLE AVE,06/09/2016,UPTON,CENTRAL,11,"(39.29857901, -76.63168362)"
0412 039 091517,0412,039,1213 MYRTLE AVE,09/15/2017,Upton,Central,11,"(39.29854593, -76.63164401)"
0412 040 112517,0412,040,1211 MYRTLE AVE,11/25/2017,Upton,Central,11,"(39.29851423, -76.63160522)"
0412 041 091318,0412,041,1209 MYRTLE AVE,09/13/2018,Upton,Central,11,"(39.2984813, -76.63156506)"
0412 047 020818,0412,047,620 DOLPHIN ST,02/08/2018,Upton,Central,11,"(39.29858274, -76.6312885)"
0413 032 090409,0413,032,1223 ARGYLE AVE,09/04/2009,UPTON,CENTRAL,11,"(39.29953268, -76.6309958)"
0413 037 090105,0413,037,1213 ARGYLE AVE,09/01/2005,UPTON,CENTRAL,11,"(39.29923993, -76.63076625)"
0414 049 081016,0414,049,1344 DIVISION ST,08/10/2016,UPTON,CENTRAL,11,"(39.30169677, -76.63063805)"
0414 058 051909,0414,058,533 W LAFAYETTE AVE,05/19/2009,UPTON,CENTRAL,11,"(39.30157607, -76.63078276)"
0414 060 070119,0414,060,537 W LAFAYETTE AVE,07/01/2019,Upton,Central,11,"(39.30152103, -76.63085983)"
0414 061 070119,0414,061,539 W LAFAYETTE AVE,07/01/2019,Upton,Central,11,"(39.30149226, -76.63089947)"
0414 062 010709,0414,062,541 W LAFAYETTE AVE,01/07/2009,UPTON,CENTRAL,11,"(39.30146414, -76.63093906)"
0415 002 101615,0415,002,1202 DRUID HILL AVE,10/16/2015,UPTON,CENTRAL,11,"(39.3011634, -76.62790554)"
0415 004 060718,0415,004,1206 DRUID HILL AVE,06/07/2018,Upton,Central,11,"(39.30124346, -76.62800435)"
0415 005 060718,0415,005,1208 DRUID HILL AVE,06/07/2018,Upton,Central,11,"(39.30128312, -76.62805321)"
0415 006 060718,0415,006,1210 DRUID HILL AVE,06/07/2018,Upton,Central,11,"(39.30132305, -76.62810224)"
0415 011 061214,0415,011,1220 DRUID HILL AVE,06/12/2014,UPTON,CENTRAL,11,"(39.30151023, -76.62833286)"
0415 012 041718,0415,012,1222 DRUID HILL AVE,04/17/2018,Upton,Central,11,"(39.3015464, -76.62837757)"
0415 017 092408,0415,017,1232 DRUID HILL AVE,09/24/2008,UPTON,CENTRAL,11,"(39.30172269, -76.62859471)"
0415 022 061512,0415,022,1239 DIVISION ST,06/15/2012,UPTON,CENTRAL,11,"(39.30118351, -76.62936854)"
0415 045 012719,0415,045,500 DOLPHIN ST,01/27/2019,Upton,Central,11,"(39.30095843, -76.6280473)"
0415 064 060916,0415,064,1230 ETTING ST,06/09/2016,UPTON,CENTRAL,11,"(39.30125282, -76.62902146)"
0416 016 072905,0416,016,1239 DRUID HILL AVE,07/29/2005,UPTON,CENTRAL,11,"(39.30206451, -76.62825288)"
0416 021 090613,0416,021,1218 MCCULLOH ST,09/06/2013,UPTON,CENTRAL,11,"(39.30208686, -76.62766349)"
0418 006 102818,0418,006,1214 EUTAW PL,10/28/2018,Madison Park,Central,11,"(39.30345822, -76.6262189)"
0429 022 090205,0429,022,201 E LANVALE ST,09/02/2005,GREENMOUNT WEST,EASTERN,12,"(39.30874429, -76.61336949)"
0430 001 071007,0430,001,701 DOLPHIN ST,07/10/2007,UPTON,CENTRAL,11,"(39.29789084, -76.63144013)"
0430 004 122118,0430,004,707 DOLPHIN ST,12/21/2018,Upton,Central,11,"(39.29781166, -76.63154635)"
0430 016 041318,0430,016,731 DOLPHIN ST,04/13/2018,Upton,Central,11,"(39.29744547, -76.63199518)"
0430 017 120309,0430,017,733 DOLPHIN ST,12/03/2009,UPTON,CENTRAL,11,"(39.29743326, -76.63204704)"
0430 018 041818,0430,018,735 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.29741083, -76.63208863)"
0430 022 041318,0430,022,743 DOLPHIN ST,04/13/2018,Upton,Central,11,"(39.29730407, -76.63223143)"
0430 023 102411,0430,023,745 DOLPHIN ST,10/24/2011,UPTON,CENTRAL,11,"(39.29727755, -76.63226697)"
0430 024 020105,0430,024,747 DOLPHIN ST,02/01/2005,UPTON,CENTRAL,11,"(39.29725176, -76.6323022)"
0430 025 041818,0430,025,749 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.2972257, -76.63233701)"
0430 030 062217,0430,030,846 HARLEM AVE,06/22/2017,Upton,Central,11,"(39.29708418, -76.63215985)"
0430 033 101107,0430,033,840 HARLEM AVE,10/11/2007,UPTON,CENTRAL,11,"(39.29714086, -76.63201057)"
0430 034 011205,0430,034,838 HARLEM AVE,01/12/2005,UPTON,CENTRAL,11,"(39.29715859, -76.63196263)"
0430 035 101507,0430,035,836 HARLEM AVE,10/15/2007,UPTON,CENTRAL,11,"(39.29716266, -76.63191346)"
0430 036 111104,0430,036,834 HARLEM AVE,11/11/2004,UPTON,CENTRAL,11,"(39.29716357, -76.63186444)"
0430 037 081009,0430,037,832 HARLEM AVE,08/10/2009,UPTON,CENTRAL,11,"(39.29716381, -76.63181529)"
0430 038 101507,0430,038,830 HARLEM AVE,10/15/2007,UPTON,CENTRAL,11,"(39.29716503, -76.63176556)"
0430 039 031708,0430,039,828 HARLEM AVE,03/17/2008,UPTON,CENTRAL,11,"(39.29716693, -76.63171498)"
0430 049 111104,0430,049,808 HARLEM AVE,11/11/2004,UPTON,CENTRAL,11,"(39.29718605, -76.63118628)"
0430 050 011113,0430,050,806 HARLEM AVE,01/11/2013,UPTON,CENTRAL,11,"(39.29717875, -76.63113712)"
0430 051 111104,0430,051,804 HARLEM AVE,11/11/2004,UPTON,CENTRAL,11,"(39.29715963, -76.63108676)"
0430 062 020805,0430,062,1116 MYRTLE AVE,02/08/2005,UPTON,CENTRAL,11,"(39.29727245, -76.63083415)"
0430 067 091417,0430,067,1126 MYRTLE AVE,09/14/2017,Upton,Central,11,"(39.29740324, -76.63099516)"
0430 069 081516,0430,069,1130 MYRTLE AVE,08/15/2016,UPTON,CENTRAL,11,"(39.29745615, -76.63106021)"
0430 070 110504,0430,070,1132 MYRTLE AVE,11/05/2004,UPTON,CENTRAL,11,"(39.29748241, -76.63109259)"
0431 018 110404,0431,018,1116 ARGYLE AVE,11/04/2004,UPTON,CENTRAL,11,"(39.29806429, -76.6300267)"
0431 032 011205,0431,032,1144 ARGYLE AVE,01/12/2005,UPTON,CENTRAL,11,"(39.29841563, -76.63055855)"
0431 034 011519,0431,034,1148 ARGYLE AVE,01/15/2019,Upton,Central,11,"(39.29850902, -76.63057395)"
